源文档,原始行号,所属章节,行意图,对应需求ID或背景,审阅结论,问题ID,原文,审阅范围,源快照SHA256
product-design.md,497,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.3 图内交互与小屏,组织文档或图表语法：11.3 图内交互与小屏,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,### 11.3 图内交互与小屏,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,499,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.3 图内交互与小屏,规定图内筛选、小屏、分阶段查看和数量阶梯曲线｜本行：工具栏：阶段／全部工作／仅风险、按团队筛选、日／小时尺度、适应全程、跳到今天、显示依赖、标准版本、导出。选择风险不得隐藏其必要前置上下文。筛选图,VIS-011/012/013/014；UX-005；缺风险上下文独立项,原则成立；层级与风险筛选保留前置需独立验收，避免工具栏和长图挤占全部页面,F02;F13,工具栏：阶段／全部工作／仅风险、按团队筛选、日／小时尺度、适应全程、跳到今天、显示依赖、标准版本、导出。选择风险不得隐藏其必要前置上下文。筛选图形仅改变显示，不改变整体公式；明确“公式仍按全部有效工作计算”。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,501,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.3 图内交互与小屏,规定图内筛选、小屏、分阶段查看和数量阶梯曲线｜本行：1366×768默认左侧约420px，右侧时间轴内部横向滚动；阶段行固定，行高至少36px。1280×720提供精简左列与工作详情抽屉，主体不横,VIS-011/012/013/014；UX-005；缺风险上下文独立项,原则成立；层级与风险筛选保留前置需独立验收，避免工具栏和长图挤占全部页面,F02;F13,1366×768默认左侧约420px，右侧时间轴内部横向滚动；阶段行固定，行高至少36px。1280×720提供精简左列与工作详情抽屉，主体不横向溢出。1024×768团队视角优先异常队列，打开任务再看可滚动甘特。大屏1920×1080优先全局态势，不硬塞单任务全部31行。导出可分多页或完整长图，保留图例、版本与快照时间。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,503,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.3 图内交互与小屏,规定图内筛选、小屏、分阶段查看和数量阶梯曲线｜本行：数量辅图以自然日为横轴，分别画计划、实际合格回货、实际质检可发、实际发货累计曲线；用阶梯线表达离散批次。单位均为件；不同工序的M／PCS不能混在,VIS-011/012/013/014；UX-005；缺风险上下文独立项,原则成立；层级与风险筛选保留前置需独立验收，避免工具栏和长图挤占全部页面,F02;F13,数量辅图以自然日为横轴，分别画计划、实际合格回货、实际质检可发、实际发货累计曲线；用阶梯线表达离散批次。单位均为件；不同工序的M／PCS不能混在同一纵轴。不使用“31项完成了28项=90.3%”冒充1000件生产进度。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,505,12. 页面、路由和具体操作,组织文档或图表语法：12. 页面、路由和具体操作,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,## 12. 页面、路由和具体操作,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,507,12. 页面、路由和具体操作,规划七菜单、二类隐藏详情、未知来源和全屏共源｜本行：以下路由为拟新增，当前未实现。统一前缀 `/dds/supply-chain/production-fulfillment`。,PAGE-001/002/020,路由职责成立；507仍称未实现与末尾交付状态冲突,F14,以下路由为拟新增，当前未实现。统一前缀 `/dds/supply-chain/production-fulfillment`。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,509,12. 页面、路由和具体操作,规划七菜单、二类隐藏详情、未知来源和全屏共源｜本行：菜单／页面,PAGE-001/002/020,路由职责成立；507仍称未实现与末尾交付状态冲突,F14,|菜单／页面|路由后缀|主要对象与默认范围|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,510,12. 页面、路由和具体操作,组织文档或图表语法：|---|---|---|,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,|---|---|---|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,511,12. 页面、路由和具体操作,规划七菜单、二类隐藏详情、未知来源和全屏共源｜本行：时效总览,PAGE-003,路由职责成立；507仍称未实现与末尾交付状态冲突,F14,|时效总览|`/overview`|当前所有有效在途生产任务；可切历史完成范围|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,512,12. 页面、路由和具体操作,规划七菜单、二类隐藏详情、未知来源和全屏共源｜本行：生产任务,PAGE-006,路由职责成立；507仍称未实现与末尾交付状态冲突,F14,|生产任务|`/tasks`|生产任务粒度，来源单号搜索；可切生产单汇总|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,513,12. 页面、路由和具体操作,规划七菜单、二类隐藏详情、未知来源和全屏共源｜本行：我的跟单,PAGE-011,路由职责成立；507仍称未实现与末尾交付状态冲突,F14,|我的跟单|`/follow-up`|当前跟单负责的任务；演示用显式角色选择|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,514,12. 页面、路由和具体操作,规划七菜单、二类隐藏详情、未知来源和全屏共源｜本行：工作项监控,PAGE-014；DATA-004,路由职责成立；507仍称未实现与末尾交付状态冲突,F14,|工作项监控|`/work-items`|全局去重工作项、判断事项与数据事项|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,515,12. 页面、路由和具体操作,规划七菜单、二类隐藏详情、未知来源和全屏共源｜本行：团队与工厂,PAGE-015,路由职责成立；507仍称未实现与末尾交付状态冲突,F14,|团队与工厂|`/teams`|组织列表与各组织的工作队列／大屏|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,516,12. 页面、路由和具体操作,规划七菜单、二类隐藏详情、未知来源和全屏共源｜本行：订单履约分析,PAGE-019,路由职责成立；507仍称未实现与末尾交付状态冲突,F14,|订单履约分析|`/fulfillment`|已有实际发货关联的订单／发货行|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,517,12. 页面、路由和具体操作,规划七菜单、二类隐藏详情、未知来源和全屏共源｜本行：规则与配置,CONFIG-001/002,路由职责成立；507仍称未实现与末尾交付状态冲突,F14,|规则与配置|`/configuration`|阶段、工作、映射、时效、责任、预警、版本|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,518,12. 页面、路由和具体操作,规划七菜单、二类隐藏详情、未知来源和全屏共源｜本行：单任务详情（隐藏路由）,VIS-001/002,路由职责成立；507仍称未实现与末尾交付状态冲突,F14,|单任务详情（隐藏路由）|`/tasks/:taskId`|全程图示及明细|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,519,12. 页面、路由和具体操作,规划七菜单、二类隐藏详情、未知来源和全屏共源｜本行：团队详情（隐藏路由）,PAGE-015,路由职责成立；507仍称未实现与末尾交付状态冲突,F14,|团队详情（隐藏路由）|`/teams/:teamId`|可执行／需协调两类队列；工厂筛选|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,521,12. 页面、路由和具体操作,规划七菜单、二类隐藏详情、未知来源和全屏共源｜本行：全屏是总览／团队页展示模式，不制造另一套指标与Mock。详情没有独立菜单。访问未知ID显示明确“记录不存在／已无访问范围”，提供返回列表；未接通,PAGE-001/002/020,路由职责成立；507仍称未实现与末尾交付状态冲突,F14,全屏是总览／团队页展示模式，不制造另一套指标与Mock。详情没有独立菜单。访问未知ID显示明确“记录不存在／已无访问范围”，提供返回列表；未接通的来源页面显示单号及“原型未提供此来源详情”，不伪造跳转成功。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,523,12. 页面、路由和具体操作 / 12.1 时效总览与监控大屏,组织文档或图表语法：12.1 时效总览与监控大屏,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,### 12.1 时效总览与监控大屏,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,525,12. 页面、路由和具体操作 / 12.1 时效总览与监控大屏,设计总览的筛选、指标、图形和高优先任务｜本行：顶部筛选：统计时点、日期含义（需求创建／生效到期／实际完成）、跟单、责任团队／工厂、地区、业务类型。所有卡片、图、队列、导出共用筛选。默认“当前,PAGE-003/004/005/020；缺少IA条目,从上到下堆叠四种不同目标，应改互斥Tab与二级下钻,F01;F13,顶部筛选：统计时点、日期含义（需求创建／生效到期／实际完成）、跟单、责任团队／工厂、地区、业务类型。所有卡片、图、队列、导出共用筛选。默认“当前在途”，不无声把历史任务混入当前逾期。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,527,12. 页面、路由和具体操作 / 12.1 时效总览与监控大屏,设计总览的筛选、指标、图形和高优先任务｜本行：从上到下：状态摘要→未来7自然日到期压力→阶段分布／责任卡点→最高优先任务→数据待补提示。7日图同时给应完成任务数与剩余件数；数据不足单独分桶。,PAGE-003/004/005/020；缺少IA条目,从上到下堆叠四种不同目标，应改互斥Tab与二级下钻,F01;F13,从上到下：状态摘要→未来7自然日到期压力→阶段分布／责任卡点→最高优先任务→数据待补提示。7日图同时给应完成任务数与剩余件数；数据不足单独分桶。阶段分布允许同单出现在多个活跃阶段，标“阶段涉及任务数，不可加总”；顶部任务数严格唯一。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,529,12. 页面、路由和具体操作 / 12.1 时效总览与监控大屏,设计总览的筛选、指标、图形和高优先任务｜本行：冻结Mock总览：10个任务，其中8个在途、1个已全部发货、1个终止。在途8=已逾期1+预计逾期2+待判定2+正常3；在途有效应发7000件，已,PAGE-003/004/005/020；缺少IA条目,从上到下堆叠四种不同目标，应改互斥Tab与二级下钻,F01;F13,冻结Mock总览：10个任务，其中8个在途、1个已全部发货、1个终止。在途8=已逾期1+预计逾期2+待判定2+正常3；在途有效应发7000件，已发400件，剩余6600件。数字都可点开对应记录，不能出现卡片8笔、列表9笔。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
